                Time     Luminosity_Ratio     Variable_Star_DN      Variable_Sky_DN   Comparison_Star_DN    Comparison_Sky_DN 
            0.006490             2.046045         10458.479568           887.112033          5824.762719          1146.778771 
            0.006500             2.451629          9359.080782           437.574389          4302.743614           663.731803 
            0.006510             2.489635         10934.995575           387.951292          5241.554003          1005.172887 
            0.006520             2.121581          9855.677969          1537.339396          4820.825831           900.006104 
            0.006530             2.110110          9128.421888           280.892361          4604.022340           411.099582 
            0.006540             1.419457          9305.978576          1736.747337          5907.956175           575.472274 
            0.006550             2.668647          9315.500351             9.033479          4762.352367          1275.017548 
            0.006560             2.166748         10595.995972           526.078066          4647.480697             0.000000 
            0.006570             2.312319          9231.696524           389.355144          5195.348979          1371.333964 
            0.006580             2.331402          9769.615772          1672.109134          4044.557024           571.321757 
            0.006590             2.071899          9407.238990          1604.785302          4033.936583           268.089846 
            0.006600             2.680991         10239.844966           584.490493          4924.344615          1322.931608 
            0.006610             1.425323         10252.906888          1946.409497          5834.711753             6.912442 
            0.006620             1.848489         10749.259926           433.668020          5580.553606             0.000000 
            0.006630             2.098272         10896.053957          1305.520798          5102.938932           532.258065 
            0.006640             1.787578          9081.301309          1017.670217          5173.741874           662.816248 
            0.006650             1.500044          9766.380810          1416.180914          5566.637165             0.000000 
            0.006660             2.168057          9521.317179           379.345073          4879.848628           663.182470 
            0.006670             2.439045         10932.309946           847.010712          5199.377422          1064.439833 
            0.006680             2.551334         10066.988128          1173.680837          4788.781396          1303.033540 
            0.006690             1.890700         10186.376537           743.552965          4994.354076             0.000000 
            0.006700             2.276684          9389.782403          1784.844508          4552.507096          1212.149419 
            0.006710             2.160028         10881.527146          1320.535905          5487.166967          1060.838649 
            0.006720             1.910224          9545.609912           193.487350          5783.928953           888.103885 
            0.006730             1.672704          9516.922514          1103.732414          5029.694510             0.000000 
            0.006740             2.489480         10435.895871           593.951231          4204.657125           251.243629 
            0.006750             1.402122          9073.976867           922.696615          5813.531907             0.000000 
            0.006760             2.014478         10018.341624           761.253700          5544.480728           949.201941 
            0.006770             1.926903         10102.084414           652.424696          5643.116550           739.051485 
            0.006780             2.673860         10268.166143           168.462172          5188.634907          1411.435286 
            0.006790             1.620827          9554.765465           705.832087          5459.517197             0.000000 
            0.006800             2.038424         10888.790551           853.907895          5577.074496           654.210028 
            0.006810             1.972409          9375.499741           275.826289          4613.483077             0.000000 
            0.006820             2.154854         10772.637104          1038.178655          5352.580340           835.123753 
            0.006830             1.783884         10833.857234           327.524644          5889.584033             0.000000 
            0.006840             2.085979          9212.591937          1491.439558          4259.224219           557.771538 
            0.006850             2.592332         10610.950041          1340.556047          4278.511917           702.429273 
            0.006860             2.099303         10862.483596           650.654622          5791.009247           926.618244 
            0.006870             1.797387         10635.975219          1800.958281          5501.815851           586.336863 
            0.006880             1.901556         10448.103275           486.709189          5589.831233           351.283303 
            0.006890             2.688595          9671.773431          1443.647572          4284.310434          1223.929563 
            0.006900             1.475896          9228.278451          1121.616260          5594.470046           101.763970 
            0.006910             3.076013         10650.868252          1244.605853          4378.063295          1320.123905 
            0.006920             1.691772          9205.816828           195.623646          5938.596759           612.704855 
            0.006930             2.816834          9761.314737           162.785730          4335.642567           928.083132 
            0.006940             1.995401          9088.137455           984.649190          4599.444563           538.361766 
            0.006950             2.082126          9282.845546           632.587664          5033.661916           879.131443 
            0.006960             2.059591          9998.626667          1267.128513          4796.349986           556.917020 
            0.006970             2.351317         10172.704245           805.932798          4945.951720           962.324900 
            0.006980             2.415165         10937.314982           941.434980          4138.798181             0.000000 
            0.006990             2.053406         10401.409955          1544.480728          5167.394024           854.106265 
            0.007000             1.737255          9991.729484           392.956328          5525.254067             0.000000 
            0.007010             2.120155          9038.941618           161.687063          4187.078463             0.000000 
            0.007020             1.679674          9298.287912          1611.499374          5791.314432          1214.957121 
            0.007030             2.717197         10090.609455           915.189062          4411.877804          1035.081027 
            0.007040             2.380821          9752.708518            57.985168          4108.279672            36.271249 
            0.007050             2.843813         10082.918790           248.908963          4439.710685           981.673635 
            0.007060             2.176276          9471.205786          1282.326731          4131.717887           368.923002 
            0.007070             2.196418          9399.548326           785.241249          5083.162938          1161.183508 
            0.007080             1.955977         10001.434370           289.925840          5899.716178           934.675130 
            0.007090             2.183017          9367.259743            67.201758          5142.857143           882.671590 
            0.007100             1.606231         10283.364360          1659.535508          5481.185339           112.201300 
            0.007110             2.122359          9091.982788            50.599689          4930.936613           670.873135 
            0.007120             2.274573         10360.209967           409.619434          4374.706259             0.000000 
            0.007130             1.705934         10044.526505          1346.354564          5544.358654           445.585498 
            0.007140             1.980621         10839.472640          1616.443373          4656.636250             0.000000 
            0.007150             1.873184         10396.710105           212.591937          5888.546403           451.750237 
            0.007160             1.953335         10103.610340           780.663472          5879.757073          1106.921598 
            0.007170             1.952745          9107.058931           296.823023          5450.544755           938.825648 
            0.007180             1.617446          9271.431623           944.669942          5721.427046           573.335978 
            0.007190             2.038940          9757.164220          1128.147221          4822.779015           590.670492 
            0.007200             2.900543         10908.627583           559.770501          4382.213813           814.310129 
            0.007210             1.468738         10137.119663          1359.477523          5976.317637             0.000000 
            0.007220             2.115834          9488.723411           103.457747          4734.580523           298.852504 
            0.007230             2.120522          9581.804865           759.605701          4284.127323           123.737297 
            0.007240             1.932778          9604.388562          1446.577349          4220.770898             0.000000 
            0.007250             2.118966         10056.733909           955.534532          4295.113987             0.000000 
            0.007260             1.819925          9928.006836          1970.397046          4501.602222           129.108554 
            0.007270             2.252322         10993.896298           924.710837          5256.813257           786.233100 
            0.007280             2.219981         10922.727134          1433.759575          4855.006561           580.660421 
            0.007290             2.112483          9877.773370          1236.915189          4389.233070           298.852504 
            0.007300             1.946147         10303.384503          1590.624714          5324.015015           847.087008 
            0.007310             1.852937         10581.408124          1046.845912          5908.322398           762.672811 
            0.007320             1.725640         10247.474593           556.779687          5615.710929             0.000000 
            0.007330             1.565050          9452.040162          1835.871456          5799.249245           932.844020 
            0.007340             1.604987         10356.120487          1927.549059          5749.259926           497.772149 
            0.007350             1.855570          9147.282327          1904.660176          4339.915159           436.735130 
            0.007360             2.493567         10364.970855           644.306772          4454.603717           556.306650 
            0.007370             2.515219         10221.106601          1615.039521          4374.523148           952.925199 
            0.007380             1.734918         10605.090487          1612.475967          5320.963164           137.653737 
            0.007390             1.747171         10459.456160          1382.427442          5336.649678           141.376995 
            0.007400             2.501104         10213.965270          1067.842647          4694.784387          1037.949767 
            0.007410             2.031635          9966.399121           417.676321          5022.919401           322.901090 
            0.007420             1.576633          9096.316416           694.601276          5328.897977             0.000000 
            0.007430             1.911482         10000.274667           219.733268          5116.733299             0.000000 
            0.007440             1.713404          9635.334330           491.836299          5780.266732           443.815424 
            0.007450             1.959602          9559.160131           817.468795          4460.951567             0.000000 
            0.007460             2.224345         10153.233436           391.186254          5558.885464          1170.155950 
            0.007470             2.779874          9717.307047          1761.955626          4082.216865          1220.450453 
            0.007480             2.359347         10122.470779           623.737297          4026.001770             0.000000 
            0.007490             1.314933          9710.592975          1868.587298          5963.805048             0.000000 
            0.007500             2.329475          9126.590777           837.427900          5042.817469          1484.435560 
            0.007510             1.883434         10772.881252          1709.524827          5568.956572           756.813257 
            0.007520             1.453088          9571.123386          1964.110233          5368.449965           133.381146 
            0.007530             3.131579          9721.579638           855.494858          4114.871670          1283.684805 
            0.007540             2.259284          9144.535661           836.512345          4808.740501          1131.458480 
            0.007550             1.894124         10294.045839          1868.526261          4595.965453           147.724845 
            0.007560             2.447694          9029.236732          1556.138798          4114.688559          1061.571093 
            0.007570             2.224510         10232.947783          1043.427839          5556.810205          1425.778985 
            0.007580             1.986557          9862.514115          1609.546190          4630.756554           476.348155 
            0.007590             1.781199         10122.837001          1900.631733          4616.107669             0.000000 
            0.007600             1.530029          9447.279275           736.289560          5693.350017             0.000000 
            0.007610             1.585765          9975.432600          1427.900021          5740.165410           350.001526 
            0.007620             2.205741         10213.354900           545.609912          5779.168065          1396.176031 
            0.007630             2.119574          9566.057314          1072.786645          4265.816218           258.751183 
            0.007640             1.766183         10427.961058           883.877071          5403.790399             0.000000 
            0.007650             1.768348         10519.394513           484.817042          5674.550615             0.000000 
            0.007660             1.730774          9157.048250           951.811274          5770.134587          1029.343547 
            0.007670             2.998867         10145.420698             7.507553          4115.115818           734.534745 
            0.007680             2.614799         10976.256600          1171.300394          5166.600543          1416.806543 
            0.007690             1.606613          9025.208289          1920.773949          4677.938169           255.943480 
            0.007700             1.686505         10431.318094          1803.155614          5116.000855             0.000000 
            0.007710             1.856209         10347.331156           432.813501          5417.645802            76.372570 
            0.007720             2.455963         10249.610889           313.669240          4273.506882           227.866451 
            0.007730             2.061733         10993.224891           422.620319          5127.048555             0.000000 
            0.007740             1.915942          9300.790429          1492.599261          4075.380718             0.000000 
            0.007750             2.390026         10373.271889           932.096316          4860.499893           910.260323 
            0.007760             2.414235         10307.840205           319.345683          4137.333293             0.000000 
            0.007770             1.460544          9013.183996          1407.940916          5207.129124             0.000000 
            0.007780             1.870115          9307.809687          1581.163976          5402.874844          1271.233253 
            0.007790             2.546625         10889.400922           694.235054          5314.554277          1311.151463 
            0.007800             2.477561         10863.032929           239.509262          5041.901914           754.005554 
            0.007810             1.925069          9515.152440           774.437696          5662.038026          1121.570482 
            0.007820             1.661869          9021.729179           547.807245          5099.032563             0.000000 
            0.007830             2.112123          9776.696066          1263.649403          4584.063234           553.498947 
            0.007840             2.243952         10029.511399          1918.393506          4892.117069          1277.459029 
            0.007850             2.154724          9518.814661           650.593585          4544.022950           428.312021 
            0.007860             2.014154         10789.605396          1539.536729          5160.679952           568.147832 
            0.007870             3.213082         10881.160924           290.108951          4157.170324           860.942412 
            0.007880             1.262650          9074.159978          1742.973113          5964.232307           158.040101 
            0.007890             1.381300          9383.739738          1145.176550          5964.354381             0.000000 
            0.007900             2.162342          9485.427412           120.975372          4330.698569             0.000000 
            0.007910             1.976242         10763.420515          1279.030732          5955.381939          1156.178472 
            0.007920             1.841685          9166.142766           393.505661          5655.201880           891.827143 
            0.007930             1.953936          9559.282205            97.476119          4842.432936             0.000000 
            0.007940             1.905064          9260.933256            25.208289          4847.987304             0.000000 
            0.007950             1.897671          9449.049348          1341.105380          5083.773309           811.197241 
            0.007960             2.462388         10126.926481           593.035676          5233.314005          1361.507004 
            0.007970             1.687502          9334.665975           827.295755          5656.666768           615.268410 
            0.007980             2.125201         10294.900357           902.981658          5197.607349           778.298288 
            0.007990             2.586760          9178.533280           942.655721          4581.194494          1397.335734 
            0.008000             1.814007          9180.181280           857.570116          4587.969604             0.000000 
            0.008010             2.009297          9589.068270          1884.884182          5193.700980          1359.431745 
            0.008020             2.173442          9543.595691            73.000275          4860.744041           503.326518 
            0.008030             2.008449          9157.048250          1655.323954          4169.988098           434.904019 
            0.008040             2.411557          9702.230903          1246.253853          4979.644154          1473.204749 
            0.008050             2.018166          9541.398358           800.866726          5299.050874           968.123417 
            0.008060             2.123011          9490.615558           272.164068          5064.607685           722.449416 
            0.008070             2.174432         10304.849391          1906.308176          5006.134220          1143.726920 
            0.008080             1.695598          9971.526231          1110.995819          5789.849544           564.241462 
            0.008090             1.718473          9500.381481          1836.481826          5626.575518          1166.859951 
            0.008100             1.715653         10896.908475          1405.133213          5532.456435             0.000000 
            0.008110             2.190120         10006.744591           728.293710          4429.029206           192.526017 
            0.008120             1.721112          9918.851283           846.705527          5271.095920             0.000000 
            0.008130             1.797972          9614.642781          1733.268227          4388.927885             5.447554 
            0.008140             2.173214          9550.675985           294.503616          5233.802301           974.593341 
            0.008150             2.866964         10862.605670          1509.384442          4711.996826          1449.583422 
            0.008160             2.017659          9877.529221          1641.407514          5297.158727          1215.140233 
            0.008170             1.793342         10622.730186          1463.423566          5107.394635             0.000000 
            0.008180             1.884524          9017.517624           431.104465          5134.128849           577.852718 
            0.008190             1.323851          9436.964019          1743.217261          5811.639760             0.000000 
            0.008200             1.971143          9332.956938          1225.928526          4112.857448             0.000000 
            0.008210             1.608337         10602.832118          1979.552599          5361.613819             0.000000 
            0.008220             2.112386          9390.514847          1723.502304          4945.097201          1315.546129 
            0.008230             2.310845          9009.338664           778.710288          4118.228706           556.489761 
            0.008240             2.028769          9673.055208          1624.134037          5084.200568          1116.809595 
            0.008250             1.530558          9723.166601          1964.598529          5539.963988           470.854823 
            0.008260             2.118396         10039.948729           248.176519          5874.324778          1252.067629 
            0.008270             1.681493         10324.198126          1570.604572          5205.847346             0.000000 
            0.008280             2.339734         10938.169500           902.920621          5448.103275          1159.047212 
            0.008290             1.714331         10991.760002          1582.140568          5589.403974           100.604266 
            0.008300             1.555819         10363.322855          1999.877926          5375.591296             0.000000 
            0.008310             2.163287         10340.556047           428.662984          4581.865902             0.000000 
            0.008320             1.918877         10570.665609           922.025208          5062.593463            34.318064 
            0.008330             1.744400          9006.347850           226.081118          5765.556810           732.154302 
            0.008340             2.035471         10535.752434           641.010773          5898.922697          1037.766655 
            0.008350             2.722467         10982.421339           768.578143          4437.391278           685.705130 
            0.008360             1.761002         10165.562914          1084.261605          5156.895657             0.000000 
            0.008370             2.442358         10704.824976           271.004364          5382.549516          1110.522782 
            0.008380             1.694437         10259.498886          1252.174444          5640.125736           324.304941 
            0.008390             2.090118          9888.698996           861.171300          4397.228919            78.081606 
            0.008400             1.994481         10220.068972            85.329752          5081.392865             0.000000 
            0.008410             1.855584         10114.413892           821.741386          5563.035981           555.085910 
            0.008420             2.296734          9514.236885            81.728568          5291.421247          1184.499649 
            0.008430             2.581743          9163.090915          1582.811975          4269.539476          1333.429975 
            0.008440             1.823085         10883.907590          1664.052248          5057.283242             0.000000 
            0.008450             1.447016          9102.725303          1463.728751          5988.464003           709.326456 
            0.008460             2.730770          9307.016205           296.273690          4790.917692          1491.210669 
            0.008470             2.564871         10124.118778           165.410321          4796.349986           913.617359 
            0.008480             2.581493         10708.853420           351.878414          4927.213355           915.204321 
            0.008490             2.320929         10126.865444            12.756737          5648.731956          1290.948210 
            0.008500             2.952812         10422.284616          1730.155339          4072.878201          1129.200110 
            0.008510             1.943033         10055.207984          1946.409497          4402.966399           229.697562 
            0.008520             2.061612          9399.243141          1223.670156          4904.629658           939.008759 
            0.008530             1.916717         10984.008301           265.205847          5592.272713             0.000000 
            0.008540             1.639107         10171.544542           635.639515          5817.743461             0.000000 
            0.008550             2.378169         10954.588458           118.411817          5948.606830          1392.086550 
            0.008560             2.993631         10561.754204          1646.961882          4324.228645          1346.308786 
            0.008570             1.861037          9560.808130          1747.856075          5676.320688          1478.148747 
            0.008580             2.080979          9144.047365          1433.271279          4201.788385           496.429334 
            0.008590             1.949934         10285.195471          1479.903562          5475.814081           960.127567 
            0.008600             2.251894         10455.366680          1032.319102          4391.735588           207.235939 
            0.008610             1.949500         10584.337901          1467.940306          5316.568499           640.293588 
            0.008620             1.681179          9956.083865           461.195715          5647.755364             0.000000 
            0.008630             1.923170          9725.119785           184.453871          4960.905789             0.000000 
            0.008640             2.058754         10741.325114           583.330790          4934.049501             0.000000 
            0.008650             2.565266         10370.891446          1663.258766          4237.250893           842.814417 
            0.008660             1.848917         10001.373333          1725.821711          5574.144719          1098.254341 
            0.008670             1.767807          9917.020173          1491.439558          5063.692129           297.570727 
            0.008680             1.591437          9233.222449          1046.479690          5149.021882             4.776147 
            0.008690             1.673007          9577.043977          1551.927244          5221.350749           424.527726 
            0.008700             2.088584         10201.086459           651.264992          5145.786920           573.397015 
            0.008710             1.640474          9218.573565          1515.427107          5877.742851          1182.058168 
            0.008720             2.837154         10647.328104           461.256752          4355.784783           765.541551 
            0.008730             1.943669          9949.125645          1082.674642          4860.255745           298.547319 
            0.008740             2.564897          9753.563036          1829.950865          4023.377178           934.125797 
            0.008750             1.729930         10452.192755           976.592303          5679.921873           202.475051 
            0.008760             2.057792          9351.695303          1910.214545          4744.346446          1128.101444 
            0.008770             1.948941          9073.122349           684.591205          4304.147465             0.000000 
            0.008780             2.549285         10884.640034           771.874142          5114.047670          1147.144993 
            0.008790             1.652808          9655.171361           950.651570          5680.959502           414.456618 
            0.008800             3.183384         10117.221595          1268.654439          4126.041444          1346.430860 
            0.008810             2.021050          9125.125889          1017.365032          4011.658071             0.000000 
            0.008820             1.548260          9597.369304          1655.323954          5320.657979           191.000092 
            0.008830             2.138428         10829.645680           618.549150          4775.048067             0.000000 
            0.008840             2.404547         10866.878262           955.046236          4683.126316           561.006500 
            0.008850             2.054095          9620.868557           720.969268          4500.137333           167.378765 
            0.008860             2.680611         10422.284616          1076.387829          4292.306284           805.825983 
            0.008870             3.063469         10692.617573          1016.937773          4290.047914          1131.641591 
            0.008880             1.498157          9425.916318          1680.715354          5718.985565           549.165319 
            0.008890             2.487302         10166.051210           166.020692          5095.370342          1074.938200 
            0.008900             1.874409          9167.058321          1799.188208          5174.291208          1243.522446 
            0.008910             2.663326          9425.794244           787.804804          4737.388226          1494.079409 
            0.008920             3.433939         10272.316660           199.957274          4408.093509          1474.913785 
            0.008930             2.011337          9206.060976          1203.588977          4681.783502           703.100681 
            0.008940             2.110790          9666.951506           505.691702          5357.829524          1017.624439 
            0.008950             1.743831          9426.038392          1928.769799          4561.967833           262.657552 
            0.008960             1.809357          9285.836360          1060.213019          4546.159246             0.000000 
            0.008970             2.297424         10776.360363           915.005951          4452.528459           160.176397 
            0.008980             1.963886         10534.409619          1546.128727          5230.323191           653.538621 
            0.008990             2.049451         10054.719687          1542.588580          4892.544328           739.173559 
            0.009000             2.492551         10499.191259           351.634266          5299.844356          1228.690451 
            0.009010             2.405190          9252.021851          1362.285226          4659.199805          1378.902554 
            0.009020             2.644468          9909.268471           688.253426          4925.260170          1438.352611 
            0.009030             2.050829         10388.286996          1587.878048          4291.146580             0.000000 
            0.009040             1.594516         10846.919156          1457.564013          5956.846828            68.315683 
            0.009050             1.948400         10098.239082          1337.931455          5362.041078           865.886410 
            0.009060             2.394035         10208.716086           868.312632          5072.298349          1170.766320 
            0.009070             1.783971          9967.802973           628.376110          5503.707999           268.517106 
            0.009080             3.057623         10916.257210           804.040651          4675.984985          1368.770409 
            0.009090             2.818077         10619.739372           114.627522          5179.906613          1452.146977 
            0.009100             1.611181         10877.254555          1940.061647          5546.983245             0.000000 
            0.009110             2.856572          9549.455245          1583.666494          4209.479049          1420.896023 
            0.009120             2.150617          9696.432386          1610.400708          5237.403485          1477.538377 
            0.009130             2.380462         10711.233863          1195.959349          4040.162358            42.924284 
            0.009140             2.063717          9136.661885           425.428022          4221.137120             0.000000 
            0.009150             1.451184          9854.029969          1478.377636          5771.599475             0.000000 
            0.009160             1.327799          9329.477828          1638.721885          5792.107913             0.000000 
            0.009170             2.091891          9607.318339            65.614795          5928.952910          1367.671743 
            0.009180             1.805673         10736.381115          1264.381848          5712.698752           467.009491 
            0.009190             1.923925         10317.300943          1192.968535          5986.510819          1243.949705 
            0.009200             1.588545          9859.401227           944.120609          5612.231819             0.000000 
            0.009210             1.541351         10632.496109          1938.047426          5640.797143             0.000000 
            0.009220             3.417980         10702.749718          1564.683981          4135.441145          1461.912900 
            0.009230             1.769575          9839.869381          1213.171789          5834.406568           959.395123 
            0.009240             1.430911          9982.696005          1624.744407          5840.998566             0.000000 
            0.009250             1.769624          9950.834681          1507.736442          5528.916288           757.789850 
            0.009260             2.151663         10089.693899           352.183599          5849.604785          1324.030274 
            0.009270             2.584327          9537.064730          1380.230110          4228.949858          1072.679830 
            0.009280             2.344159          9798.181097          1571.520127          4242.683187           733.252968 
            0.009290             2.777659          9316.476943           700.155644          4255.134739          1153.126621 
            0.009300             2.471519         10728.507340           320.627461          4211.127049             0.000000 
            0.009310             2.690843          9489.211707           640.766625          4767.662587          1479.308451 
            0.009320             1.676543          9557.023835           218.512528          5953.001495           382.900479 
            0.009330             2.040674         10823.480941           420.911283          5539.902951           442.289499 
            0.009340             2.444545          9977.690970          1581.957457          4322.397534           887.920774 
            0.009350             1.940066          9491.470077           797.143468          4481.460005             0.000000 
            0.009360             2.949920         10412.701804           292.794580          4228.156377           797.585986 
            0.009370             2.233361          9655.476547           306.161687          4912.076174           725.867489 
            0.009380             1.393639          9473.281045          1415.631581          5781.731620             0.000000 
            0.009390             2.663343          9803.674429           256.904813          4584.795679          1000.289926 
            0.009400             1.943439          9171.025727          1564.317759          5195.959349          1281.914731 
            0.009410             2.571089         10836.176641           472.609638          4459.364605           428.556169 
            0.009420             1.814486          9878.505814            19.470809          5433.515427             0.000000 
            0.009430             2.122642          9900.662252          1783.257546          5225.867489          1401.669362 
            0.009440             1.951175          9040.284433           595.843379          4605.059969           277.184362 
            0.009450             1.575724          9978.911710          1267.372662          5577.929014            49.333171 
            0.009460             2.276441          9633.930479           259.163182          4118.167669             0.000000 
            0.009470             2.207909          9222.052675           244.636372          4236.274300           170.247505 
            0.009480             2.854589         10380.962554           493.484298          4575.334941          1111.621448 
            0.009490             1.576109         10037.141026          1017.914365          5722.464675             0.000000 
            0.009500             1.754239          9707.602161          1418.317209          5422.528764           697.241127 
            0.009510             2.040462          9922.452467           365.245521          5881.588183          1197.744682 
            0.009520             2.024084          9455.885495           655.964843          4347.605823             0.000000 
            0.009530             1.604125         10053.926206          1782.403027          5156.407361             0.000000 
            0.009540             2.839914         10344.706565           948.515275          4429.029206          1120.410779 
            0.009550             1.911194          9620.990631           474.562822          5610.461745           824.747459 
            0.009560             1.927430          9180.364391           525.162511          5033.967101           543.427839 
            0.009570             1.990049          9912.320322          1099.215674          5701.712088          1273.125401 
            0.009580             2.542605          9817.957091           219.306009          4466.689047           691.564684 
            0.009590             2.058940         10151.951659           257.576220          4805.566576             0.000000 
            0.009600             1.954489          9871.974853          1335.856197          4367.442854             0.000000 
            0.009610             1.413357          9085.085604          1737.479781          5488.876003           290.185247 
            0.009620             1.552978          9177.373577           268.257698          5860.347301           123.554186 
            0.009630             1.772932         10314.310129           504.776147          5532.944731             0.000000 
            0.009640             1.621712         10000.518815          1865.901669          5452.253792           436.185797 
            0.009650             1.411634          9385.021516          1446.516312          5707.144383            83.513901 
            0.009660             1.965551          9000.183111          1550.950652          4680.867946           890.972625 
            0.009670             1.916255         10621.936705           862.147893          5292.275765           199.118015 
            0.009680             1.950168         10938.413648           185.857723          5513.657033             0.000000 
            0.009690             1.799161          9714.560381           706.320383          5354.167302           347.254860 
            0.009700             1.871412         10141.209143          1690.725425          5495.529038           979.964599 
            0.009710             1.469174         10053.559984          1580.980865          5766.899625             0.000000 
            0.009720             1.785798          9709.982604          1409.649953          4647.968993             0.000000 
            0.009730             2.115869         10816.156499           477.248451          5986.327708          1099.963378 
            0.009740             2.659996         10482.284005          1229.041414          4117.252113           638.584552 
            0.009750             1.710637         10802.667318          1268.166143          5573.656423             0.000000 
            0.009760             2.150772          9742.454299          1443.830683          4572.771386           714.331492 
            0.009770             2.000817         10021.881771          1950.254830          4468.520157           434.354686 
            0.009780             1.964437          9682.943205          1375.347148          4355.479598           126.483963 
            0.009790             1.673950          9027.588733           636.127812          5012.970367             0.000000 
            0.009800             1.651033          9614.947966           738.059633          5376.567888             0.000000 
            0.009810             1.778853         10003.936888           296.517838          5724.417859           267.296365 
            0.009820             2.476339          9929.776910          1757.072665          4765.587329          1465.269936 
            0.009830             2.145627          9601.702933           252.571184          4819.055757           461.760308 
            0.009840             2.289547          9809.167760            34.974212          4269.051180             0.000000 
            0.009850             1.687615          9524.124882           417.920469          5485.885189            89.983825 
            0.009860             2.018284         10686.880093           169.438765          5398.907437           187.826167 
            0.009870             2.430098         10863.032929           290.841395          4909.451582           558.931242 
            0.009880             2.306447          9459.059420           120.120853          4330.881680           281.823176 
            0.009890             2.193158         10184.301279           696.737571          5043.794061           717.810602 
            0.009900             2.632802          9445.631275           325.876644          4553.056429          1089.159825 
            0.009910             2.360839          9364.391003           279.732658          5135.532701          1287.469100 
            0.009920             1.531980          9100.955229          1572.130497          5264.076662           349.635304 
            0.009930             1.415156          9175.908689           745.628224          5997.436445            40.299692 
            0.009940             1.605864         10474.837489          1607.715079          5521.713919             0.000000 
            0.009950             2.423196         10623.706778           853.419599          4031.983398             0.000000 
            0.009960             2.354949          9423.474837           512.405774          4141.361736           357.387005 
            0.009970             2.095894         10030.549028          1157.811213          5004.669332           771.279031 
            0.009980             2.229022          9570.513016           814.050722          5344.523453          1416.135136 
            0.009990             1.709140          9873.439741          1501.510666          5567.430647           669.103061 
            0.010000             2.579018         10017.670217           355.540635          4156.865139           410.428175 
            0.010010             1.872128          9369.335002          1257.057405          4531.998657           198.812830 
            0.010020             1.755155         10806.085391          1912.228767          5557.359539           490.081484 
            0.010030             1.887753         10811.151463           319.223609          5893.734550           335.840938 
